repo	kind	priority	curation_score	language	stars	code_hit_count	reasons	html_url
FlamongoBird/LOLCODE-Fib	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/FlamongoBird/LOLCODE-Fib
FoxWorn3365/LOL-Test	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/FoxWorn3365/LOL-Test
Github12121/LOLCODE-STUFF	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/Github12121/LOLCODE-STUFF
IceboxDev/LOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/IceboxDev/LOLCODE
JonathanMcCormickJr/lolcode-fractal-tree	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/JonathanMcCormickJr/lolcode-fractal-tree
JonathanMcCormickJr/lolcode-web-app	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/JonathanMcCormickJr/lolcode-web-app
JonathanMcCormickJr/my-first-lolcode-program	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/JonathanMcCormickJr/my-first-lolcode-program
Jun-L04/RelativelyPRIME	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/Jun-L04/RelativelyPRIME
KAYDAVID/LOLCALC	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/KAYDAVID/LOLCALC
KyleCow/LOLCODe	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/KyleCow/LOLCODe
MarekGluch/lolcode-circle-and-cross	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/MarekGluch/lolcode-circle-and-cross
Mashuramaru/lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/Mashuramaru/lolcode
McMunchly/lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/McMunchly/lolcode
Milkdromeda-333/Favorite-food-using-LOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/Milkdromeda-333/Favorite-food-using-LOLCODE
Milkdromeda-333/Integer-calculator-using-LOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/Milkdromeda-333/Integer-calculator-using-LOLCODE
Milkdromeda-333/name-asker-wiff-LOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/Milkdromeda-333/name-asker-wiff-LOLCODE
MiscStuff839/Lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/MiscStuff839/Lolcode
PatricCaviezel/LOLCODE-Fibonacci	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/PatricCaviezel/LOLCODE-Fibonacci
QojoSatoru/LOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/QojoSatoru/LOLCODE
RaddedMC/gcd-in-lol	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/RaddedMC/gcd-in-lol
Stanlee1234/LOLCODE-ADV-CALC	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/Stanlee1234/LOLCODE-ADV-CALC
TheSquashyMaker/LOLCODE-EXPERIMENTS	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/TheSquashyMaker/LOLCODE-EXPERIMENTS
TheeErnie/lolcode_stuff	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/TheeErnie/lolcode_stuff
TylerMathews12/lolcode-RPS	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/TylerMathews12/lolcode-RPS
UlisseMini/RockPaperScissors	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/UlisseMini/RockPaperScissors
ViWilde/i-can-haz-mr-eatens-name	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/ViWilde/i-can-haz-mr-eatens-name
ZadenMaestas/Dank-Calculator	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/ZadenMaestas/Dank-Calculator
aDENTinTIME/toying_with_LOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/aDENTinTIME/toying_with_LOLCODE
anttijuu/lolhello	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/anttijuu/lolhello
arrudagates/lolcode-funzies	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/arrudagates/lolcode-funzies
artificialstarlight/LOLchat	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/artificialstarlight/LOLchat
arymus/lolcode-basics	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/arymus/lolcode-basics
camh96/lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/camh96/lolcode
camilomolina/lolcode-labs	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/camilomolina/lolcode-labs
danfoy/fizzbuzz-lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/danfoy/fizzbuzz-lolcode
daniellucasdev/calc-cat	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/daniellucasdev/calc-cat
devoops0/lolfun	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/devoops0/lolfun
dr2xmillion371/lolcode-projects	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/dr2xmillion371/lolcode-projects
elliott1645/lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/elliott1645/lolcode
evyatarmeged/lolcode-snek	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/evyatarmeged/lolcode-snek
foshesss/LOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/foshesss/LOLCODE
harsh778/lol	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/harsh778/lol
hectoxor/DFS-in-LOLcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/hectoxor/DFS-in-LOLcode
helionek/lolcode-n-befunge	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/helionek/lolcode-n-befunge
htrant/lol-world	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/htrant/lol-world
in0x/spoj_lol	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/in0x/spoj_lol
itrujnara/List_1_LOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/itrujnara/List_1_LOLCODE
jacob-a132/LOLcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/jacob-a132/LOLcode
jamtot/LOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/jamtot/LOLCODE
jasonhemann/lolcode-lang	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/jasonhemann/lolcode-lang
jinsen-x/lolcode-game-of-life	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/jinsen-x/lolcode-game-of-life
jojo2357/ConvolutionLolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/jojo2357/ConvolutionLolcode
jrem090/LOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/jrem090/LOLCODE
jrochafonso/lolcode_tryout	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/jrochafonso/lolcode_tryout
jubiman/AOC2022	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/jubiman/AOC2022
kevinahuber/LOLCATFUNYAY	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/kevinahuber/LOLCATFUNYAY
lbarry00/LOL	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/lbarry00/LOL
maddyb99/lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/maddyb99/lolcode
manisha069/Even-Odd-LOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/manisha069/Even-Odd-LOLCODE
mburnayev/LOLCODE-networking	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/mburnayev/LOLCODE-networking
nchammer/adventofcode2019_lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/nchammer/adventofcode2019_lolcode
nina-vyedin-simplisafe/agentic-workshop	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/nina-vyedin-simplisafe/agentic-workshop
ofekih/lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/ofekih/lolcode
orchardstreet/LOLCODE-IRC-client	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/orchardstreet/LOLCODE-IRC-client
rmartyna/LOLCODE-examples	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/rmartyna/LOLCODE-examples
rollen1/lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/rollen1/lolcode
ssuksawat/LOLTACTOE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/ssuksawat/LOLTACTOE
sweetx2apple/lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/sweetx2apple/lolcode
taprapka/lolcode	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/taprapka/lolcode
technoi7/ticTacToeLOLCODE	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/technoi7/ticTacToeLOLCODE
theFox6/LOLCoinz	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/theFox6/LOLCoinz
tuffk/lols	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/tuffk/lols
wattsap/lolearning	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/wattsap/lolearning
wonder-coconut/lolcode_circlejerk	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/wonder-coconut/lolcode_circlejerk
wydialang/lolcode-project	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/wydialang/lolcode-project
yashbee313839/LOLCODE-Scripts	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/yashbee313839/LOLCODE-Scripts
zachdeibert/lol-say	corpus	P3	10	LOLCODE	0	0	corpus-signal,also-in-language-snapshot	https://github.com/zachdeibert/lol-say
seanpm2001/Bliss_Browser_LOLCODE	tooling	P2	9	LOLCODE	2	0	tooling-signal,corpus-signal,noise-signal,also-in-language-snapshot	https://github.com/seanpm2001/Bliss_Browser_LOLCODE
JSantosP/lolcode-dsl	tooling	P2	-1	Scala	6	0	tooling-signal,noise-signal	https://github.com/JSantosP/lolcode-dsl
Chameleon-Coder/lolcode-rpg-template	corpus	P3	-3	LOLCODE	1	0	corpus-signal,noise-signal,also-in-language-snapshot	https://github.com/Chameleon-Coder/lolcode-rpg-template
bearddan2000/lolcode-cli-hello-world	corpus	P3	-5	Shell	0	1	corpus-signal,noise-signal,also-in-language-snapshot	https://github.com/bearddan2000/lolcode-cli-hello-world
