tier	label	repo	kind	oracle_priority	corpus_priority	source	status	curation_score	stars	code_hit_count	html_url	reasons	discovery_kind	subkind	bucket
tier2	stephen-riley-ll-lolcode	stephen-riley/ll-lolcode	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/stephen-riley/ll-lolcode	implementation-signal,corpus-signal	implementation	compiler	manual-review
tier2	tim-speed-loljs	tim-speed/loljs	transpiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/tim-speed/loljs	implementation-signal,corpus-signal	implementation	transpiler	manual-review
tier2	ulrich-barnstedt-archive-brainfuck-lol	ulrich-barnstedt-archive/brainfuck.lol	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/ulrich-barnstedt-archive/brainfuck.lol	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	xtrxtrkiyoshi-wildcatsinterpreter	xtrxtrkiyoshi/WildcatsInterpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/xtrxtrkiyoshi/WildcatsInterpreter	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	timotei-lolcode-to-c	timotei/lolcode_to_c	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	33	2	0	https://github.com/timotei/lolcode_to_c	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	inzamamrahaman-lolcode	InzamamRahaman/LOLCODE	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	33	1	0	https://github.com/InzamamRahaman/LOLCODE	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	d-stew-lmaonade-stand	d-stew/lmaonade-stand	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	33	1	0	https://github.com/d-stew/lmaonade-stand	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	stephenchouca-lol2cpp	stephenchouca/lol2cpp	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	33	1	0	https://github.com/stephenchouca/lol2cpp	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	igrigorik-ruby2lolz	igrigorik/ruby2lolz	transpiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	32	38	0	https://github.com/igrigorik/ruby2lolz	implementation-signal	implementation	transpiler	obvious-keep
tier2	replit-archive-lol-coffee	replit-archive/lol-coffee	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	32	25	0	https://github.com/replit-archive/lol-coffee	implementation-signal	implementation	compiler	obvious-keep
tier2	alrnoche-cmsc-124-st2l-lolcode-interpreter-by-aga-translator	ALRnoche/CMSC-124-ST2L-LOLCODE-Interpreter-by-AGA-Translator	transpiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	32	0	0	https://github.com/ALRnoche/CMSC-124-ST2L-LOLCODE-Interpreter-by-AGA-Translator	implementation-signal,docs-signal	implementation	transpiler	manual-review
tier2	jaungos-lolcode-interpreter	jaungos/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	32	0	0	https://github.com/jaungos/lolcode-interpreter	implementation-signal,docs-signal	implementation	interpreter	manual-review
tier2	caseyschneider-lmaocode-compiler	CaseySchneider/LMAOcode-Compiler	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/CaseySchneider/LMAOcode-Compiler	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	emrityr-lolcode-parser	EmritYR/LOLCODE-PARSER	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/EmritYR/LOLCODE-PARSER	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	etherdaler-lolcode-iterpr	EtherDaler/lolcode-iterpr	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/EtherDaler/lolcode-iterpr	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	inversionspaces-lolcode-interpreter	InversionSpaces/lolcode-interpreter	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/InversionSpaces/lolcode-interpreter	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	joshuastapleton-lolcode-parser	JoshuaStapleton/lolcode-parser	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/JoshuaStapleton/lolcode-parser	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	neverjr-lolcode	Neverjr/lolcode	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/Neverjr/lolcode	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	zelika3435-cmsc124-project-lolcode-interpreter	Zelika3435/CMSC124-Project-lolcode_interpreter	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/Zelika3435/CMSC124-Project-lolcode_interpreter	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	akashdeeep-lolcode-compiler	akashdeeep/LOLcode-compiler	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/akashdeeep/LOLcode-compiler	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	akeustis-lolcode	akeustis/lolcode	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/akeustis/lolcode	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	alexa0o-lolcode-interpreter	alexa0o/lolcode-interpreter	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/alexa0o/lolcode-interpreter	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	ciaramaegotis-cmsc-129-lolcode-lexyacc	ciaramaegotis/CMSC-129-LOLCODE-lexyacc	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/ciaramaegotis/CMSC-129-LOLCODE-lexyacc	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	johnbyron-garin-lolcode-compiler	johnbyron-garin/LolCode-Compiler	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/johnbyron-garin/LolCode-Compiler	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	kylereblora-cmsc-124-project-beta-copy	kylereblora/cmsc-124-project-beta-copy	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/kylereblora/cmsc-124-project-beta-copy	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	mamerisawesome-acubelollexer	mamerisawesome/acubeLolLexer	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/mamerisawesome/acubeLolLexer	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	molnarmark-lolcode-lua	molnarmark/lolcode-lua	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/molnarmark/lolcode-lua	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	rafdp-language2ast	rafdp/Language2AST	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/rafdp/Language2AST	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	renderar-lolcode-interpreter	renderAR/LOLCODE-Interpreter	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/renderAR/LOLCODE-Interpreter	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	rihsdavid-lolcode-compiler	rihsdavid/lolcode_compiler	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/rihsdavid/lolcode_compiler	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	rjcapuno-aerohurricanes	rjcapuno/AeroHurricanes	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/rjcapuno/AeroHurricanes	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	skushneryuk-lolcode-interpreter	skushneryuk/lolcode_interpreter	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/skushneryuk/lolcode_interpreter	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	sribnyak-lolbison	sribnyak/lolbison	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/sribnyak/lolbison	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	strangeglyph-lolcode-compiler	strangeglyph/lolcode-compiler	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/strangeglyph/lolcode-compiler	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	sudo-gera-lolcode-interpreter	sudo-gera/lolcode-interpreter	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/sudo-gera/lolcode-interpreter	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	vulnanx-lolcode-compiler-with-gui	vulnanx/LOLcode-Compiler-with-GUI	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/vulnanx/LOLcode-Compiler-with-GUI	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	zatrodev-lolcode	zatrodev/lolcode	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	30	0	0	https://github.com/zatrodev/lolcode	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	jqr-lolcodr	jqr/lolcodr	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	5	0	https://github.com/jqr/lolcodr	implementation-signal	implementation	interpreter	obvious-keep
tier2	rlbayeta2589-lolcode-protointerpreter-cmsc124proj	rlbayeta2589/LOLCODE-ProtoInterpreter-CMSC124Proj	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	2	0	https://github.com/rlbayeta2589/LOLCODE-ProtoInterpreter-CMSC124Proj	implementation-signal	implementation	interpreter	manual-review
tier2	daniel-pete-dolomite-lolcode-interpreter	Daniel-Pete/dolomite-lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	1	0	https://github.com/Daniel-Pete/dolomite-lolcode-interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	gerardolviga-lolcode-interpreter	GerardOlviga/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	1	0	https://github.com/GerardOlviga/lolcode-interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	stexx-catpiler	StexX/catpiler	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	1	0	https://github.com/StexX/catpiler	implementation-signal	implementation	compiler	manual-review
tier2	ajgajg1134-lolcodeinterpreter	ajgajg1134/LolcodeInterpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	1	0	https://github.com/ajgajg1134/LolcodeInterpreter	implementation-signal	implementation	interpreter	manual-review
tier2	dunngh-loltranslator	dunngh/LOLtranslator	transpiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	1	0	https://github.com/dunngh/LOLtranslator	implementation-signal,impl-root-signal	implementation	transpiler	manual-review
tier2	huyvohcmc-lolcode-parser	huyvohcmc/lolcode-parser	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	1	0	https://github.com/huyvohcmc/lolcode-parser	implementation-signal	implementation	parser	manual-review
tier2	markwongsk-lolcode	markwongsk/LOLCODE	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	1	0	https://github.com/markwongsk/LOLCODE	implementation-signal,impl-root-signal	implementation	interpreter	manual-review
tier2	mclarkk-lolcode	mclarkk/LOLCode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	1	0	https://github.com/mclarkk/LOLCode	implementation-signal	implementation	interpreter	manual-review
tier2	morristech-lolcode	morristech/LOLCode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	1	0	https://github.com/morristech/LOLCode	implementation-signal	implementation	interpreter	manual-review
tier2	netfri25-magshimim-trivia-lol	netfri25/magshimim-trivia-lol	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	1	0	https://github.com/netfri25/magshimim-trivia-lol	implementation-signal	implementation	interpreter	manual-review
tier2	oey192-lolcode2cplusplus	oey192/LOLCODE2Cplusplus	transpiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	27	1	0	https://github.com/oey192/LOLCODE2Cplusplus	implementation-signal	implementation	transpiler	manual-review
tier2	gomfunkel-lolcode-playground	gomfunkel/lolcode-playground	tooling	P2	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	25	5	0	https://github.com/gomfunkel/lolcode-playground	tooling-signal,corpus-signal	tooling	tooling	manual-review
tier2	swizec-lolcode-macro-example	Swizec/lolcode.macro-example	tooling	P2	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	25	1	0	https://github.com/Swizec/lolcode.macro-example	tooling-signal,corpus-signal	tooling	tooling	manual-review
tier2	aflyingcar-interpreter	AFlyingCar/Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/AFlyingCar/Interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	ajlyde-lolcode-group6	Ajlyde/LOLCODE-group6	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Ajlyde/LOLCODE-group6	implementation-signal	implementation	interpreter	manual-review
tier2	brilzlian-vkcode-bin	BrilZliaN/VKCode-bin	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/BrilZliaN/VKCode-bin	implementation-signal,impl-root-signal	implementation	interpreter	manual-review
tier2	brimirrrr-lolcode-interpreter	Brimirrrr/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Brimirrrr/lolcode-interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	conradlax-cmsc124-lolcode-interpreter	ConradLax/CMSC124-LOLCode_Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/ConradLax/CMSC124-LOLCode_Interpreter	implementation-signal,impl-root-signal	implementation	interpreter	manual-review
tier2	davidbenavidez-lolcode-interpreter	DavidBenavidez/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/DavidBenavidez/lolcode-interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	eastsidepreparatoryschool-compilers	EastsidePreparatorySchool/Compilers	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/EastsidePreparatorySchool/Compilers	implementation-signal	implementation	compiler	manual-review
tier2	elroycabalda-lolcode-interpreter	ElroyCabalda/LOLCODE-Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/ElroyCabalda/LOLCODE-Interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	gaurav2015-lolcode2	Gaurav2015/lolcode2	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Gaurav2015/lolcode2	implementation-signal,impl-root-signal	implementation	interpreter	manual-review
tier2	jeansidharta-lolcode-interpreter	Jeansidharta/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Jeansidharta/lolcode-interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	jeansidharta-lolcode-to-lua	Jeansidharta/lolcode_to_lua	transpiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Jeansidharta/lolcode_to_lua	implementation-signal	implementation	transpiler	manual-review
tier2	jemtorres-lolinterpreter	JemTorres/lolinterpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/JemTorres/lolinterpreter	implementation-signal	implementation	interpreter	manual-review
tier2	jramaegallos-lmaocode	JramaeGallos/lmaoCode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/JramaeGallos/lmaoCode	implementation-signal	implementation	interpreter	manual-review
tier2	lizurt-jlci	Lizurt/jlci	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Lizurt/jlci	implementation-signal	implementation	compiler	manual-review
tier2	mkx00-lolcode	MKX00/lolcode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/MKX00/lolcode	implementation-signal	implementation	interpreter	manual-review
tier2	multiball-lolcaml	Multiball/LOLCAML	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Multiball/LOLCAML	implementation-signal	implementation	interpreter	manual-review
tier2	pigottni-lolcode-project	Pigottni/LOLcode_Project	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Pigottni/LOLcode_Project	implementation-signal	implementation	compiler	manual-review
tier2	rex-kim-lolcode	Rex-Kim/LOLCODE	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Rex-Kim/LOLCODE	implementation-signal,impl-root-signal	implementation	interpreter	manual-review
tier2	skdelow-lolcode	SKDelow/lolcode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/SKDelow/lolcode	implementation-signal	implementation	interpreter	manual-review
tier2	sig00rd-lol2py	Sig00rd/lol2py	transpiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Sig00rd/lol2py	implementation-signal	implementation	transpiler	manual-review
tier2	surachhya-lolcode-markdown-compiler	Surachhya/LOLCODE_Markdown_Compiler	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Surachhya/LOLCODE_Markdown_Compiler	implementation-signal	implementation	compiler	manual-review
tier2	vapidjimbo-lolcode	Vapidjimbo/LOLCode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Vapidjimbo/LOLCode	implementation-signal	implementation	interpreter	manual-review
tier2	welcome-to-my-repo-lolcode-compiler	Welcome-To-My-Repo/LOLCODE-Compiler	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Welcome-To-My-Repo/LOLCODE-Compiler	implementation-signal	implementation	compiler	manual-review
tier2	yana-koroliuk-lolcode-interpreter	Yana-Koroliuk/LOLCODE-Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/Yana-Koroliuk/LOLCODE-Interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	achiisan-lolcode	achiisan/LOLCode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/achiisan/LOLCode	implementation-signal	implementation	interpreter	manual-review
tier2	acnadua-lolcode-interpreter	acnadua/lolcode_interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/acnadua/lolcode_interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	alexpana-lolcode-js	alexpana/lolcode.js	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/alexpana/lolcode.js	implementation-signal	implementation	interpreter	manual-review
tier2	alisshamac-lolcode-compiler	alisshamac/LOLCODE-Compiler	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/alisshamac/LOLCODE-Compiler	implementation-signal	implementation	compiler	manual-review
tier2	anatolyburtsev-lolcode-ply-interpreter	anatolyburtsev/lolcode_ply_interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/anatolyburtsev/lolcode_ply_interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	baotoq-lolcode	baotoq/LolCode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/baotoq/LolCode	implementation-signal	implementation	interpreter	manual-review
tier2	bdwilliamsvanzant-lolcode	bdwilliamsvanzant/LolCode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/bdwilliamsvanzant/LolCode	implementation-signal	implementation	interpreter	manual-review
tier2	bfedward-lolcoders	bfedward/lolcoders	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/bfedward/lolcoders	implementation-signal	implementation	interpreter	manual-review
tier2	bmwoods1111-lolcode	bmwoods1111/LOLCode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/bmwoods1111/LOLCode	implementation-signal	implementation	interpreter	manual-review
tier2	brlimarce-lmao-code	brlimarce/lmao-code	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/brlimarce/lmao-code	implementation-signal	implementation	interpreter	manual-review
tier2	camaeyeban-lolcode-interpreter	camaeyeban/lolcode_interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/camaeyeban/lolcode_interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	cgtnt-lolcode-interpreter	cgtnt/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/cgtnt/lolcode-interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	chjuruena-lolcode-interpreter-cmsc124	chjuruena/LOLCODE_Interpreter_CMSC124	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/chjuruena/LOLCODE_Interpreter_CMSC124	implementation-signal	implementation	interpreter	manual-review
tier2	cj-mm-lolterpreter	cj-mm/LOLterpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/cj-mm/LOLterpreter	implementation-signal	implementation	interpreter	manual-review
tier2	cloew-lolcodeparser	cloew/LOLCodeParser	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/cloew/LOLCodeParser	implementation-signal	implementation	parser	manual-review
tier2	clstia-124-lolcode-interpreter	clstia/124_LOLCode_Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/clstia/124_LOLCode_Interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	cslabiano-cmsc124-project	cslabiano/cmsc124-project	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/cslabiano/cmsc124-project	implementation-signal	implementation	interpreter	manual-review
tier2	cyronquillo-lolcode-interpreter	cyronquillo/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/cyronquillo/lolcode-interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	da1ssk7-justinmezad	da1ssk7/justinmezad	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/da1ssk7/justinmezad	implementation-signal	implementation	interpreter	manual-review
tier2	dreamcruise-lolcode	dreamcruise/lolcode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/dreamcruise/lolcode	implementation-signal	implementation	interpreter	manual-review
tier2	eaedgington-lolcode	eaedgington/LOLCODE	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/eaedgington/LOLCODE	implementation-signal	implementation	interpreter	manual-review
tier2	elishaluzano-124-lolcode-interpreter	elishaluzano/124-LOLCODE-Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/elishaluzano/124-LOLCODE-Interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	fhchina-lolcode	fhchina/lolcode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/fhchina/lolcode	implementation-signal	implementation	interpreter	manual-review
tier2	foshesss-roflcode	foshesss/ROFLCODE	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/foshesss/ROFLCODE	implementation-signal	implementation	compiler	manual-review
tier2	fromanan-lolcode	fromanan/lolcode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/fromanan/lolcode	implementation-signal	implementation	interpreter	manual-review
tier2	gcpelletero-lolcode-interpreter-project	gcpelletero/LOLCode-Interpreter-Project-	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/gcpelletero/LOLCode-Interpreter-Project-	implementation-signal	implementation	interpreter	manual-review
tier2	hkunkel2-lolcode	hkunkel2/lolcode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/hkunkel2/lolcode	implementation-signal	implementation	interpreter	manual-review
tier2	hoangleminh2709-lolcode	hoangleminh2709/lolcode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/hoangleminh2709/lolcode	implementation-signal	implementation	interpreter	manual-review
tier2	jcgaza-lolcode-interpreter	jcgaza/LOLCode-Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/jcgaza/LOLCode-Interpreter	implementation-signal	implementation	interpreter	manual-review
tier2	jemacalalad-cmsc124-lolcode-interpreter-final-project	jemacalalad/CMSC124-LOLcode-Interpreter-Final-Project	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	24	0	0	https://github.com/jemacalalad/CMSC124-LOLcode-Interpreter-Final-Project	implementation-signal	implementation	interpreter	manual-review
